seg_id,time_to_failure
seg_00f3b9,2.822152189144407
seg_d320f5,4.640671186824324
seg_7cef95,7.145109722282773
seg_bc07c8,1.186520420033422
seg_4ad674,4.095332563524034
seg_b4402d,9.391857790464861
seg_dc5e63,3.7384466633808
seg_3d06cc,5.533831787164603
seg_103b32,4.503252469536067
seg_13468a,4.6806103963249726
seg_98ebaa,8.353961753075712
seg_492dc6,4.331814206774539
seg_650de2,4.182869506358649
seg_434c96,2.80440224974012
seg_b26368,4.402245080139735
seg_a55540,8.891320403477247
seg_19515c,5.331244743204441
seg_8c0114,4.3023450341636895
seg_b20487,9.867544113117393
seg_1abcaf,3.6782303771117597
seg_93f935,3.6703958022759364
seg_ab4bca,3.042690262494059
seg_37608b,5.644436840635678
seg_335170,2.723489966186725
seg_a25c46,3.6655102171854956
seg_f650cc,2.495597725271248
seg_4ae712,9.14086197488697
seg_1fa983,3.6625097290101682
seg_695380,3.383828419054781
seg_4d8f0f,5.028731727961042
seg_ea9d37,3.9267984365628896
seg_1f3ede,3.0068466478443883
seg_71c9e9,4.076764231514487
seg_eaa0ec,6.8925487844892706
seg_34ef79,5.048435900764122
seg_9872f9,5.347725221800581
seg_211299,6.244640391258465
seg_9bab11,9.782875667222235
seg_d7967e,8.268183212956831
seg_2f4f14,5.126977321040515
seg_a68007,3.939123093657501
seg_97ad82,6.984921141099621
seg_ea9fa4,9.625706860560893
seg_e30ef5,3.486510537333115
seg_268956,4.623284398650705
seg_025e78,5.371689732769019
seg_3cbccf,4.141963269724839
seg_e30e44,3.0994069467018432
seg_a91c03,6.874844465515142
seg_f734c8,8.027922695715908
seg_ff2f2d,5.349171351299886
seg_5470ca,4.6559464613702914
seg_b36c8a,3.756264987065519
seg_0dc38f,2.2044242900216924
seg_e53a52,4.355131003809248
seg_316f86,5.217215455153684
seg_1b08a4,5.807358993642104
seg_468fdb,4.509200548582847
seg_13e25f,6.540290827331672
seg_5bc0b0,8.209517748424393
seg_8c1cca,4.846360918837638
seg_e9a09f,2.7575329230179264
seg_dcb51d,4.236889401526113
seg_c60f1d,3.6327400238099594
seg_46b84d,6.494619783848864
seg_016913,3.5313154875282082
seg_ead30e,4.417529228296129
seg_3878d0,2.9111874081613958
seg_ebec3e,3.6470827656878733
seg_c5c6ea,5.979385756446173
seg_ed7f69,3.7651609378990623
seg_247262,5.397634453598126
seg_a86231,5.251271902893585
seg_5887a8,8.469380002179717
seg_94a133,4.947055244443065
seg_be0cdc,3.115060900774764
seg_4e0c4a,8.701902268103147
seg_eabb2c,8.757229215820766
seg_e72f10,7.01676269611559
seg_7bf143,3.163712390433081
seg_76c2fa,4.62339137768754
seg_be0dfa,7.110053365277513
seg_f931de,4.813617723737253
