seg_id,time_to_failure
seg_00f3b9,4.281487102201156
seg_d320f5,4.077194318446897
seg_7cef95,7.651445892560601
seg_bc07c8,2.3520074873654804
seg_4ad674,3.9444866932142184
seg_b4402d,10.464665903126384
seg_dc5e63,2.435410859667026
seg_3d06cc,6.405889833225564
seg_103b32,4.228402633480998
seg_13468a,4.228402633480998
seg_98ebaa,8.295718042367294
seg_492dc6,3.448282906372169
seg_650de2,4.7529634248882795
seg_434c96,2.435410859667026
seg_b26368,4.281487102201156
seg_a55540,9.107444030526201
seg_19515c,5.730830548988635
seg_8c0114,4.281487102201156
seg_b20487,10.464665903126384
seg_1abcaf,2.435410859667026
seg_93f935,4.281487102201156
seg_ab4bca,2.435410859667026
seg_37608b,5.386710822212985
seg_335170,2.3520074873654804
seg_a25c46,4.281487102201156
seg_f650cc,4.281487102201156
seg_4ae712,9.107444030526201
seg_1fa983,2.435410859667026
seg_695380,2.435410859667026
seg_4d8f0f,4.228402633480998
seg_ea9d37,4.228402633480998
seg_1f3ede,4.281487102201156
seg_71c9e9,4.228402633480998
seg_eaa0ec,7.651445892560601
seg_34ef79,4.228402633480998
seg_9872f9,5.730830548988635
seg_211299,6.213409921185692
seg_9bab11,9.107444030526201
seg_d7967e,8.295718042367294
seg_2f4f14,4.228402633480998
seg_a68007,3.448282906372169
seg_97ad82,7.651445892560601
seg_ea9fa4,10.302119566057891
seg_e30ef5,4.281487102201156
seg_268956,4.7529634248882795
seg_025e78,5.730830548988635
seg_3cbccf,3.9444866932142184
seg_e30e44,2.435410859667026
seg_a91c03,7.651445892560601
seg_f734c8,10.302119566057891
seg_ff2f2d,7.651445892560601
seg_5470ca,5.730830548988635
seg_b36c8a,2.435410859667026
seg_0dc38f,2.3520074873654804
seg_e53a52,5.730830548988635
seg_316f86,4.228402633480998
seg_1b08a4,7.651445892560601
seg_468fdb,4.077194318446897
seg_13e25f,7.651445892560601
seg_5bc0b0,8.295718042367294
seg_8c1cca,5.730830548988635
seg_e9a09f,4.281487102201156
seg_dcb51d,4.7529634248882795
seg_c60f1d,3.448282906372169
seg_46b84d,7.651445892560601
seg_016913,4.281487102201156
seg_ead30e,3.9444866932142184
seg_3878d0,4.281487102201156
seg_ebec3e,2.435410859667026
seg_c5c6ea,7.651445892560601
seg_ed7f69,4.077194318446897
seg_247262,5.386710822212985
seg_a86231,5.730830548988635
seg_5887a8,8.295718042367294
seg_94a133,4.228402633480998
seg_be0cdc,2.3520074873654804
seg_4e0c4a,10.302119566057891
seg_eabb2c,10.302119566057891
seg_e72f10,7.651445892560601
seg_7bf143,3.448282906372169
seg_76c2fa,4.228402633480998
seg_be0dfa,7.651445892560601
seg_f931de,4.077194318446897
seg_39ad50,2.3520074873654804
seg_383b6b,5.730830548988635
seg_6c909f,4.281487102201156
seg_8f3247,7.651445892560601
seg_74ce61,8.295718042367294
seg_4c18e2,2.435410859667026
seg_91cff2,4.281487102201156
seg_4dbbd1,7.651445892560601
seg_166f70,10.302119566057891
seg_741fc1,7.651445892560601
seg_79dc90,7.651445892560601
seg_ad3cf0,3.9444866932142184
seg_24ba8d,4.228402633480998
seg_ae9761,10.302119566057891
seg_e40d64,7.651445892560601
seg_8d3a9d,7.475379769643313
seg_5cde88,2.3520074873654804
seg_552b8e,10.302119566057891
seg_9d68cf,3.9444866932142184
seg_3aca44,4.281487102201156
seg_9dea8d,7.475379769643313
seg_17e596,7.651445892560601
seg_92a5f1,7.651445892560601
seg_3f5be6,4.228402633480998
seg_92af10,7.651445892560601
seg_35b009,4.281487102201156
seg_6a45a0,4.281487102201156
seg_7cbb45,4.228402633480998
seg_d3992e,8.295718042367294
seg_82c138,7.651445892560601
seg_6c8a45,5.730830548988635
seg_8d135f,7.651445892560601
seg_1f5240,3.9444866932142184
seg_b9361a,3.9444866932142184
seg_5b7325,4.077194318446897
seg_eebbc2,5.386710822212985
seg_c5dee4,2.3520074873654804
seg_ecf81b,8.295718042367294
seg_9a43ef,7.651445892560601
seg_c42952,7.651445892560601
seg_2efd5c,7.651445892560601
seg_91596c,7.651445892560601
seg_9f6315,5.730830548988635
seg_00cc91,4.281487102201156
seg_c5256d,7.651445892560601
